items,support,ordered_statistics
"frozenset({'23174', '22699', '23173'})",0.005407841,"[OrderedStatistic(items_base=frozenset({'23174', '22699'}), items_add=frozenset({'23173'}), confidence=0.7894736842105263, lift=47.73411730962284)]"
"frozenset({'23174', '22699', '23175'})",0.005092384,"[OrderedStatistic(items_base=frozenset({'23174', '22699'}), items_add=frozenset({'23175'}), confidence=0.743421052631579, lift=58.29156592895667), OrderedStatistic(items_base=frozenset({'22699', '23175'}), items_add=frozenset({'23174'}), confidence=0.801418439716312, lift=62.398158516859525)]"
"frozenset({'22725', '22726', '22727'})",0.007706174,"[OrderedStatistic(items_base=frozenset({'22725', '22726'}), items_add=frozenset({'22727'}), confidence=0.8104265402843602, lift=19.827304221510424), OrderedStatistic(items_base=frozenset({'22725', '22727'}), items_add=frozenset({'22726'}), confidence=0.7434782608695651, lift=20.392809157843818)]"
"frozenset({'22725', '22726', '22728'})",0.005723299,"[OrderedStatistic(items_base=frozenset({'22725', '22728'}), items_add=frozenset({'22726'}), confidence=0.7175141242937852, lift=19.68064081344758)]"
"frozenset({'22730', '22725', '22726'})",0.005182515,"[OrderedStatistic(items_base=frozenset({'22730', '22725'}), items_add=frozenset({'22726'}), confidence=0.7516339869281047, lift=20.61651195294764)]"
"frozenset({'22725', '22728', '22727'})",0.00648941,"[OrderedStatistic(items_base=frozenset({'22725', '22728'}), items_add=frozenset({'22727'}), confidence=0.8135593220338982, lift=19.903948573243884)]"
"frozenset({'22730', '22725', '22727'})",0.005588103,"[OrderedStatistic(items_base=frozenset({'22730', '22725'}), items_add=frozenset({'22727'}), confidence=0.8104575163398693, lift=19.828062059075744)]"
"frozenset({'22726', '22728', '22727'})",0.012077512,"[OrderedStatistic(items_base=frozenset({'22726', '22728'}), items_add=frozenset({'22727'}), confidence=0.7790697674418605, lift=19.060152303787085)]"
"frozenset({'22729', '22726', '22727'})",0.007480847,"[OrderedStatistic(items_base=frozenset({'22729', '22726'}), items_add=frozenset({'22727'}), confidence=0.7410714285714285, lift=18.13051267916207)]"
"frozenset({'22730', '22726', '22727'})",0.009734114,"[OrderedStatistic(items_base=frozenset({'22730', '22726'}), items_add=frozenset({'22727'}), confidence=0.782608695652174, lift=19.146733138392214)]"
"frozenset({'22729', '22728', '22727'})",0.006759802,"[OrderedStatistic(items_base=frozenset({'22729', '22728'}), items_add=frozenset({'22727'}), confidence=0.8108108108108109, lift=19.836705503739683)]"
"frozenset({'22730', '22728', '22727'})",0.008292023,"[OrderedStatistic(items_base=frozenset({'22730', '22728'}), items_add=frozenset({'22727'}), confidence=0.7763713080168776, lift=18.994133765043564)]"
"frozenset({'22729', '22730', '22727'})",0.005272645,"[OrderedStatistic(items_base=frozenset({'22729', '22730'}), items_add=frozenset({'22727'}), confidence=0.8181818181818181, lift=20.017039190137314)]"
"frozenset({'22745', '22747', '22746'})",0.005768364,"[OrderedStatistic(items_base=frozenset({'22747'}), items_add=frozenset({'22745', '22746'}), confidence=0.7573964497041421, lift=81.19143584026529), OrderedStatistic(items_base=frozenset({'22745', '22747'}), items_add=frozenset({'22746'}), confidence=0.888888888888889, lift=77.65529308836396), OrderedStatistic(items_base=frozenset({'22747', '22746'}), items_add=frozenset({'22745'}), confidence=0.9078014184397163, lift=63.147691144756436)]"
"frozenset({'22745', '22748', '22746'})",0.008427219,"[OrderedStatistic(items_base=frozenset({'22746'}), items_add=frozenset({'22745', '22748'}), confidence=0.736220472440945, lift=64.06561679790028), OrderedStatistic(items_base=frozenset({'22745', '22746'}), items_add=frozenset({'22748'}), confidence=0.9033816425120774, lift=57.438506152845264), OrderedStatistic(items_base=frozenset({'22745', '22748'}), items_add=frozenset({'22746'}), confidence=0.7333333333333335, lift=64.06561679790028), OrderedStatistic(items_base=frozenset({'22748', '22746'}), items_add=frozenset({'22745'}), confidence=0.8657407407407408, lift=60.22190293742018)]"
"frozenset({'22745', '22747', '22748'})",0.006128887,"[OrderedStatistic(items_base=frozenset({'22747'}), items_add=frozenset({'22745', '22748'}), confidence=0.8047337278106509, lift=70.0276134122288), OrderedStatistic(items_base=frozenset({'22745', '22747'}), items_add=frozenset({'22748'}), confidence=0.9444444444444444, lift=60.04934734161095), OrderedStatistic(items_base=frozenset({'22747', '22748'}), items_add=frozenset({'22745'}), confidence=0.9006622516556292, lift=62.65108264651539)]"
"frozenset({'22747', '22748', '22746'})",0.005993691,"[OrderedStatistic(items_base=frozenset({'22747'}), items_add=frozenset({'22748', '22746'}), confidence=0.7869822485207101, lift=80.84785229015999), OrderedStatistic(items_base=frozenset({'22747', '22746'}), items_add=frozenset({'22748'}), confidence=0.9432624113475178, lift=59.97419171289805), OrderedStatistic(items_base=frozenset({'22747', '22748'}), items_add=frozenset({'22746'}), confidence=0.880794701986755, lift=76.94816707514211)]"
"frozenset({'22750', '22751', '22749'})",0.006038756,"[OrderedStatistic(items_base=frozenset({'22751', '22749'}), items_add=frozenset({'22750'}), confidence=0.8220858895705522, lift=48.00548918308041), OrderedStatistic(items_base=frozenset({'22750', '22751'}), items_add=frozenset({'22749'}), confidence=0.7657142857142858, lift=42.37206982543641)]"
"frozenset({'22865', '23439', '22866'})",0.005768364,"[OrderedStatistic(items_base=frozenset({'23439', '22866'}), items_add=frozenset({'22865'}), confidence=0.707182320441989, lift=26.91659638183145)]"
"frozenset({'22917', '22918', '22916'})",0.007435782,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22917', '22918'}), confidence=0.8823529411764706, lift=111.88235294117648), OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22918', '22916'}), confidence=0.8638743455497383, lift=111.44983562644589), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22917', '22916'}), confidence=0.8776595744680851, lift=110.02975117201585), OrderedStatistic(items_base=frozenset({'22917', '22916'}), items_add=frozenset({'22918'}), confidence=0.9322033898305084, lift=110.02975117201585), OrderedStatistic(items_base=frozenset({'22918', '22916'}), items_add=frozenset({'22917'}), confidence=0.9593023255813954, lift=111.44983562644589), OrderedStatistic(items_base=frozenset({'22917', '22918'}), items_add=frozenset({'22916'}), confidence=0.942857142857143, lift=111.88235294117648)]"
"frozenset({'22917', '22919', '22916'})",0.007345651,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22917', '22919'}), confidence=0.8716577540106951, lift=111.16141127297313), OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22919', '22916'}), confidence=0.8534031413612566, lift=112.05334737755199), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22917', '22916'}), confidence=0.8489583333333334, lift=106.43155602636534), OrderedStatistic(items_base=frozenset({'22917', '22916'}), items_add=frozenset({'22919'}), confidence=0.9209039548022598, lift=106.43155602636536), OrderedStatistic(items_base=frozenset({'22919', '22916'}), items_add=frozenset({'22917'}), confidence=0.9644970414201184, lift=112.05334737755199), OrderedStatistic(items_base=frozenset({'22917', '22919'}), items_add=frozenset({'22916'}), confidence=0.9367816091954023, lift=111.16141127297313)]"
"frozenset({'22917', '22920', '22916'})",0.007345651,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22917', '22920'}), confidence=0.8716577540106951, lift=111.80396278322152), OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22916', '22920'}), confidence=0.8534031413612566, lift=111.39421004003697), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22917', '22916'}), confidence=0.8578947368421053, lift=107.55188819506392), OrderedStatistic(items_base=frozenset({'22917', '22916'}), items_add=frozenset({'22920'}), confidence=0.9209039548022598, lift=107.55188819506392), OrderedStatistic(items_base=frozenset({'22920', '22916'}), items_add=frozenset({'22917'}), confidence=0.9588235294117646, lift=111.39421004003695), OrderedStatistic(items_base=frozenset({'22917', '22920'}), items_add=frozenset({'22916'}), confidence=0.9421965317919075, lift=111.80396278322154)]"
"frozenset({'22917', '22921', '22916'})",0.006714736,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22917', '22921'}), confidence=0.7967914438502673, lift=114.06969121959634), OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22921', '22916'}), confidence=0.7801047120418849, lift=111.68079716264145), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22917', '22916'}), confidence=0.8922155688622755, lift=111.85459589295984), OrderedStatistic(items_base=frozenset({'22917', '22916'}), items_add=frozenset({'22921'}), confidence=0.8418079096045198, lift=111.85459589295985), OrderedStatistic(items_base=frozenset({'22921', '22916'}), items_add=frozenset({'22917'}), confidence=0.9612903225806452, lift=111.68079716264145), OrderedStatistic(items_base=frozenset({'22917', '22921'}), items_add=frozenset({'22916'}), confidence=0.9612903225806452, lift=114.06969121959634)]"
"frozenset({'22918', '22919', '22916'})",0.007210455,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22918', '22919'}), confidence=0.8556149732620321, lift=110.38428056211914), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22919', '22916'}), confidence=0.851063829787234, lift=111.74619161525872), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22918', '22916'}), confidence=0.8333333333333335, lift=107.50968992248065), OrderedStatistic(items_base=frozenset({'22918', '22916'}), items_add=frozenset({'22919'}), confidence=0.930232558139535, lift=107.50968992248065), OrderedStatistic(items_base=frozenset({'22919', '22916'}), items_add=frozenset({'22918'}), confidence=0.9467455621301776, lift=111.74619161525872), OrderedStatistic(items_base=frozenset({'22918', '22919'}), items_add=frozenset({'22916'}), confidence=0.930232558139535, lift=110.38428056211914)]"
"frozenset({'22920', '22918', '22916'})",0.00716539,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22918', '22920'}), confidence=0.8502673796791442, lift=110.33586640397785), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22916', '22920'}), confidence=0.8457446808510637, lift=110.39455569461825), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22918', '22916'}), confidence=0.8368421052631578, lift=107.96236230110159), OrderedStatistic(items_base=frozenset({'22918', '22916'}), items_add=frozenset({'22920'}), confidence=0.9244186046511628, lift=107.96236230110159), OrderedStatistic(items_base=frozenset({'22920', '22916'}), items_add=frozenset({'22918'}), confidence=0.9352941176470587, lift=110.39455569461825), OrderedStatistic(items_base=frozenset({'22918', '22920'}), items_add=frozenset({'22916'}), confidence=0.9298245614035088, lift=110.33586640397785)]"
"frozenset({'22921', '22918', '22916'})",0.006759802,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22921', '22918'}), confidence=0.802139037433155, lift=114.09913615795968), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22921', '22916'}), confidence=0.7978723404255319, lift=114.22443376801647), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22918', '22916'}), confidence=0.8982035928143713, lift=115.87870770087733), OrderedStatistic(items_base=frozenset({'22918', '22916'}), items_add=frozenset({'22921'}), confidence=0.872093023255814, lift=115.87870770087733), OrderedStatistic(items_base=frozenset({'22921', '22916'}), items_add=frozenset({'22918'}), confidence=0.967741935483871, lift=114.22443376801647), OrderedStatistic(items_base=frozenset({'22921', '22918'}), items_add=frozenset({'22916'}), confidence=0.9615384615384616, lift=114.09913615795968)]"
"frozenset({'22920', '22919', '22916'})",0.007075259,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22919', '22920'}), confidence=0.8395721925133689, lift=110.23731924184412), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22916', '22920'}), confidence=0.8177083333333335, lift=106.73498774509805), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22919', '22916'}), confidence=0.8263157894736842, lift=108.49672999065712), OrderedStatistic(items_base=frozenset({'22919', '22916'}), items_add=frozenset({'22920'}), confidence=0.9289940828402368, lift=108.49672999065713), OrderedStatistic(items_base=frozenset({'22920', '22916'}), items_add=frozenset({'22919'}), confidence=0.9235294117647059, lift=106.73498774509805), OrderedStatistic(items_base=frozenset({'22919', '22920'}), items_add=frozenset({'22916'}), confidence=0.9289940828402368, lift=110.23731924184413)]"
"frozenset({'22921', '22919', '22916'})",0.006624606,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22921', '22919'}), confidence=0.7860962566844919, lift=112.53855442470243), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22921', '22916'}), confidence=0.7656250000000001, lift=109.60786290322582), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22919', '22916'}), confidence=0.8802395209580839, lift=115.57701165715906), OrderedStatistic(items_base=frozenset({'22919', '22916'}), items_add=frozenset({'22921'}), confidence=0.8698224852071006, lift=115.57701165715906), OrderedStatistic(items_base=frozenset({'22921', '22916'}), items_add=frozenset({'22919'}), confidence=0.9483870967741935, lift=109.60786290322582), OrderedStatistic(items_base=frozenset({'22921', '22919'}), items_add=frozenset({'22916'}), confidence=0.9483870967741935, lift=112.53855442470243)]"
"frozenset({'22920', '22921', '22916'})",0.00648941,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22921', '22920'}), confidence=0.7700534759358288, lift=115.4559907501084), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22921', '22916'}), confidence=0.7578947368421053, lift=108.50118845500849), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22916', '22920'}), confidence=0.8622754491017964, lift=112.55230715040507), OrderedStatistic(items_base=frozenset({'22920', '22916'}), items_add=frozenset({'22921'}), confidence=0.8470588235294118, lift=112.55230715040507), OrderedStatistic(items_base=frozenset({'22921', '22916'}), items_add=frozenset({'22920'}), confidence=0.9290322580645162, lift=108.5011884550085), OrderedStatistic(items_base=frozenset({'22921', '22920'}), items_add=frozenset({'22916'}), confidence=0.972972972972973, lift=115.4559907501084)]"
"frozenset({'22917', '22918', '22919'})",0.007345651,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22918', '22919'}), confidence=0.8534031413612566, lift=110.09892852794351), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22917', '22919'}), confidence=0.8670212765957447, lift=110.57012717045733), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22917', '22918'}), confidence=0.8489583333333334, lift=107.64791666666667), OrderedStatistic(items_base=frozenset({'22917', '22918'}), items_add=frozenset({'22919'}), confidence=0.9314285714285715, lift=107.64791666666669), OrderedStatistic(items_base=frozenset({'22917', '22919'}), items_add=frozenset({'22918'}), confidence=0.9367816091954023, lift=110.57012717045733), OrderedStatistic(items_base=frozenset({'22918', '22919'}), items_add=frozenset({'22917'}), confidence=0.9476744186046512, lift=110.09892852794351)]"
"frozenset({'22917', '22918', '22920'})",0.007210455,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22918', '22920'}), confidence=0.8376963350785341, lift=108.70457120112674), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22917', '22920'}), confidence=0.851063829787234, lift=109.1624646414955), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22917', '22918'}), confidence=0.8421052631578948, lift=106.77894736842107), OrderedStatistic(items_base=frozenset({'22917', '22918'}), items_add=frozenset({'22920'}), confidence=0.9142857142857144, lift=106.77894736842106), OrderedStatistic(items_base=frozenset({'22917', '22920'}), items_add=frozenset({'22918'}), confidence=0.9248554913294798, lift=109.1624646414955), OrderedStatistic(items_base=frozenset({'22918', '22920'}), items_add=frozenset({'22917'}), confidence=0.9356725146198831, lift=108.70457120112674)]"
"frozenset({'22917', '22921', '22918'})",0.006759802,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22921', '22918'}), confidence=0.7853403141361257, lift=111.70962545308096), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22917', '22921'}), confidence=0.7978723404255319, lift=114.22443376801647), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22917', '22918'}), confidence=0.8982035928143713, lift=113.8922155688623), OrderedStatistic(items_base=frozenset({'22917', '22918'}), items_add=frozenset({'22921'}), confidence=0.8571428571428572, lift=113.89221556886228), OrderedStatistic(items_base=frozenset({'22917', '22921'}), items_add=frozenset({'22918'}), confidence=0.967741935483871, lift=114.22443376801647), OrderedStatistic(items_base=frozenset({'22921', '22918'}), items_add=frozenset({'22917'}), confidence=0.9615384615384616, lift=111.70962545308096)]"
"frozenset({'22917', '22919', '22920'})",0.007210455,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22919', '22920'}), confidence=0.8376963350785341, lift=109.99101583072587), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22917', '22920'}), confidence=0.8333333333333335, lift=106.88824662813104), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22917', '22919'}), confidence=0.8421052631578948, lift=107.39261947973382), OrderedStatistic(items_base=frozenset({'22917', '22919'}), items_add=frozenset({'22920'}), confidence=0.9195402298850575, lift=107.39261947973382), OrderedStatistic(items_base=frozenset({'22917', '22920'}), items_add=frozenset({'22919'}), confidence=0.9248554913294798, lift=106.88824662813103), OrderedStatistic(items_base=frozenset({'22919', '22920'}), items_add=frozenset({'22917'}), confidence=0.9467455621301776, lift=109.99101583072587)]"
"frozenset({'22917', '22921', '22919'})",0.006669671,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22921', '22919'}), confidence=0.774869109947644, lift=110.93126161121432), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22917', '22921'}), confidence=0.7708333333333334, lift=110.35349462365592), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22917', '22919'}), confidence=0.8862275449101796, lift=113.0194782848097), OrderedStatistic(items_base=frozenset({'22917', '22919'}), items_add=frozenset({'22921'}), confidence=0.8505747126436781, lift=113.0194782848097), OrderedStatistic(items_base=frozenset({'22917', '22921'}), items_add=frozenset({'22919'}), confidence=0.9548387096774194, lift=110.35349462365592), OrderedStatistic(items_base=frozenset({'22921', '22919'}), items_add=frozenset({'22917'}), confidence=0.9548387096774194, lift=110.93126161121432)]"
"frozenset({'22917', '22921', '22920'})",0.006444344,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22921', '22920'}), confidence=0.7486910994764397, lift=112.25307768501486), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22917', '22921'}), confidence=0.7526315789473684, lift=107.74770797962648), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22917', '22920'}), confidence=0.8562874251497006, lift=109.83247378076217), OrderedStatistic(items_base=frozenset({'22917', '22920'}), items_add=frozenset({'22921'}), confidence=0.8265895953757225, lift=109.83247378076217), OrderedStatistic(items_base=frozenset({'22917', '22921'}), items_add=frozenset({'22920'}), confidence=0.9225806451612902, lift=107.74770797962648), OrderedStatistic(items_base=frozenset({'22921', '22920'}), items_add=frozenset({'22917'}), confidence=0.9662162162162162, lift=112.25307768501487)]"
"frozenset({'22918', '22919', '22920'})",0.007075259,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22919', '22920'}), confidence=0.8351063829787234, lift=109.65095052247263), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22918', '22920'}), confidence=0.8177083333333335, lift=106.11080653021445), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22918', '22919'}), confidence=0.8263157894736842, lift=106.60434516523868), OrderedStatistic(items_base=frozenset({'22918', '22919'}), items_add=frozenset({'22920'}), confidence=0.9127906976744187, lift=106.60434516523868), OrderedStatistic(items_base=frozenset({'22918', '22920'}), items_add=frozenset({'22919'}), confidence=0.9181286549707602, lift=106.11080653021443), OrderedStatistic(items_base=frozenset({'22919', '22920'}), items_add=frozenset({'22918'}), confidence=0.9289940828402368, lift=109.65095052247263)]"
"frozenset({'22921', '22918', '22919'})",0.006759802,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22921', '22919'}), confidence=0.7978723404255319, lift=114.22443376801647), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22921', '22918'}), confidence=0.7812500000000001, lift=111.1278044871795), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22918', '22919'}), confidence=0.8982035928143713, lift=115.87870770087733), OrderedStatistic(items_base=frozenset({'22918', '22919'}), items_add=frozenset({'22921'}), confidence=0.872093023255814, lift=115.87870770087733), OrderedStatistic(items_base=frozenset({'22921', '22918'}), items_add=frozenset({'22919'}), confidence=0.9615384615384616, lift=111.1278044871795), OrderedStatistic(items_base=frozenset({'22921', '22919'}), items_add=frozenset({'22918'}), confidence=0.967741935483871, lift=114.22443376801647)]"
"frozenset({'22921', '22918', '22920'})",0.00648941,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22921', '22920'}), confidence=0.7659574468085106, lift=114.84186313973548), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22921', '22918'}), confidence=0.7578947368421053, lift=107.80566801619435), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22918', '22920'}), confidence=0.8622754491017964, lift=111.89410652379452), OrderedStatistic(items_base=frozenset({'22918', '22920'}), items_add=frozenset({'22921'}), confidence=0.8421052631578948, lift=111.89410652379453), OrderedStatistic(items_base=frozenset({'22921', '22918'}), items_add=frozenset({'22920'}), confidence=0.9230769230769231, lift=107.80566801619435), OrderedStatistic(items_base=frozenset({'22921', '22920'}), items_add=frozenset({'22918'}), confidence=0.972972972972973, lift=114.84186313973548)]"
"frozenset({'22921', '22919', '22920'})",0.006354214,"[OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22921', '22920'}), confidence=0.7343750000000001, lift=110.1066300675676), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22921', '22919'}), confidence=0.7421052631578948, lift=106.24074702886249), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22919', '22920'}), confidence=0.8443113772455091, lift=110.85958260992808), OrderedStatistic(items_base=frozenset({'22919', '22920'}), items_add=frozenset({'22921'}), confidence=0.834319526627219, lift=110.85958260992808), OrderedStatistic(items_base=frozenset({'22921', '22919'}), items_add=frozenset({'22920'}), confidence=0.9096774193548387, lift=106.24074702886249), OrderedStatistic(items_base=frozenset({'22921', '22920'}), items_add=frozenset({'22919'}), confidence=0.9527027027027027, lift=110.10663006756758)]"
"frozenset({'23171', '23172', '23170'})",0.008472285,"[OrderedStatistic(items_base=frozenset({'23172'}), items_add=frozenset({'23171', '23170'}), confidence=0.8068669527896997, lift=77.17404173449756), OrderedStatistic(items_base=frozenset({'23171', '23170'}), items_add=frozenset({'23172'}), confidence=0.810344827586207, lift=77.17404173449756), OrderedStatistic(items_base=frozenset({'23172', '23170'}), items_add=frozenset({'23171'}), confidence=0.9400000000000001, lift=75.84945454545455), OrderedStatistic(items_base=frozenset({'23171', '23172'}), items_add=frozenset({'23170'}), confidence=0.912621359223301, lift=59.561964591661905)]"
"frozenset({'23171', '23173', '23170'})",0.00522758,"[OrderedStatistic(items_base=frozenset({'23173', '23170'}), items_add=frozenset({'23171'}), confidence=0.7160493827160493, lift=57.77867564534231), OrderedStatistic(items_base=frozenset({'23171', '23173'}), items_add=frozenset({'23170'}), confidence=0.9206349206349206, lift=60.084967320261434)]"
"frozenset({'23174', '23171', '23170'})",0.005452907,"[OrderedStatistic(items_base=frozenset({'23174', '23170'}), items_add=frozenset({'23171'}), confidence=0.7960526315789473, lift=64.23421052631579), OrderedStatistic(items_base=frozenset({'23174', '23171'}), items_add=frozenset({'23170'}), confidence=0.8897058823529411, lift=58.06639273356401)]"
"frozenset({'23174', '23173', '23170'})",0.005768364,"[OrderedStatistic(items_base=frozenset({'23173', '23170'}), items_add=frozenset({'23174'}), confidence=0.7901234567901234, lift=61.51873510937838), OrderedStatistic(items_base=frozenset({'23174', '23170'}), items_add=frozenset({'23173'}), confidence=0.8421052631578948, lift=50.91639179693103)]"
"frozenset({'23173', '23175', '23170'})",0.005272645,"[OrderedStatistic(items_base=frozenset({'23173', '23170'}), items_add=frozenset({'23175'}), confidence=0.7222222222222221, lift=56.62936788378483), OrderedStatistic(items_base=frozenset({'23175', '23170'}), items_add=frozenset({'23173'}), confidence=0.8540145985401459, lift=51.63646850573798)]"
"frozenset({'23174', '23175', '23170'})",0.005543037,"[OrderedStatistic(items_base=frozenset({'23174', '23170'}), items_add=frozenset({'23175'}), confidence=0.8092105263157895, lift=63.45011158638646), OrderedStatistic(items_base=frozenset({'23175', '23170'}), items_add=frozenset({'23174'}), confidence=0.8978102189781022, lift=69.90318862850557)]"
"frozenset({'23174', '23171', '23172'})",0.005137449,"[OrderedStatistic(items_base=frozenset({'23174', '23171'}), items_add=frozenset({'23172'}), confidence=0.838235294117647, lift=79.83021964150467), OrderedStatistic(items_base=frozenset({'23174', '23172'}), items_add=frozenset({'23171'}), confidence=0.9579831932773109, lift=77.30053475935829)]"
"frozenset({'23174', '23171', '23173'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'23171', '23173'}), items_add=frozenset({'23174'}), confidence=0.8809523809523809, lift=68.5906432748538), OrderedStatistic(items_base=frozenset({'23174', '23171'}), items_add=frozenset({'23173'}), confidence=0.8161764705882353, lift=49.348653630389485)]"
"frozenset({'23174', '23173', '23175'})",0.007525913,"[OrderedStatistic(items_base=frozenset({'23174', '23173'}), items_add=frozenset({'23175'}), confidence=0.8391959798994975, lift=65.80126782321501), OrderedStatistic(items_base=frozenset({'23173', '23175'}), items_add=frozenset({'23174'}), confidence=0.8520408163265306, lift=66.33959899749374), OrderedStatistic(items_base=frozenset({'23174', '23175'}), items_add=frozenset({'23173'}), confidence=0.8028846153846153, lift=48.54498532802347)]"
"frozenset({'23199', '23201', '23200'})",0.005948626,"[OrderedStatistic(items_base=frozenset({'23201', '23200'}), items_add=frozenset({'23199'}), confidence=0.7904191616766467, lift=23.73396643789552)]"
"frozenset({'23199', '23202', '23200'})",0.008292023,"[OrderedStatistic(items_base=frozenset({'23202', '23200'}), items_add=frozenset({'23199'}), confidence=0.7634854771784232, lift=22.92522698049961)]"
"frozenset({'23199', '23203', '23200'})",0.008787742,"[OrderedStatistic(items_base=frozenset({'23203', '23200'}), items_add=frozenset({'23199'}), confidence=0.7169117647058824, lift=21.52675515402372)]"
"frozenset({'23199', '23206', '23200'})",0.006083822,"[OrderedStatistic(items_base=frozenset({'23206', '23200'}), items_add=frozenset({'23199'}), confidence=0.8181818181818181, lift=24.56759749046623)]"
"frozenset({'23199', '23209', '23200'})",0.005723299,"[OrderedStatistic(items_base=frozenset({'23209', '23200'}), items_add=frozenset({'23199'}), confidence=0.7426900584795322, lift=22.300801620650635)]"
"frozenset({'23199', '85099B', '23200'})",0.007480847,"[OrderedStatistic(items_base=frozenset({'85099B', '23200'}), items_add=frozenset({'23199'}), confidence=0.7942583732057416, lift=23.849246686651426)]"
"frozenset({'23199', '23203', '23209'})",0.007030194,"[OrderedStatistic(items_base=frozenset({'23199', '23209'}), items_add=frozenset({'23203'}), confidence=0.7358490566037736, lift=14.884676906141967)]"
"frozenset({'23199', '23206', '23208'})",0.00590356,"[OrderedStatistic(items_base=frozenset({'23199', '23208'}), items_add=frozenset({'23206'}), confidence=0.7318435754189945, lift=18.496137743220373)]"
"frozenset({'23199', '23206', '23209'})",0.006759802,"[OrderedStatistic(items_base=frozenset({'23199', '23209'}), items_add=frozenset({'23206'}), confidence=0.7075471698113208, lift=17.882086216529853)]"
"frozenset({'23199', '85099B', '85099F'})",0.005272645,"[OrderedStatistic(items_base=frozenset({'23199', '85099F'}), items_add=frozenset({'85099B'}), confidence=0.75, lift=10.129336579427875)]"
